text,label
I just love hypocrisy. Am I sick?,0
I have started writing a book.,0
"I have autism, yet i have alot of friends",0
I have a schizophrenia and I fight alone,0
I hate being alone at night. Its fucking creepy,0
I got my first one today on my bday. I smoked too much weed. I thought I was going to die. Scariest shit ever. This is definitely useful so thank you.,0
I feel so dumb I want to have even labeled them as disabled even if I knew them.... when I think of disabilities and especially in terms of affecting one's relationship I think of more like mental disabilities or so serious that you can't use ur body. Thank you for enlightening me and I'm sorry.,0
I feel like they should give the reporter a pistol or something to protect himself,0
"I fear any future hate crime victim may well be labeled as just ""pulling a smollett"".",0
"I failed one little test and my mom got scared and said, ""You're moving with your auntie and uncle in Alaska.""",0
I don't understand why people get mad at the things that he says he has  A right to his opinion Just because he doesn't agree with you that does not make him a monster or evil person. It's annoying in 2018 on you to 2019 people are operating with an extremely sensitive Ignorant mindset if you don't agree with them,0
"I don't see why we don't just create a transgender category. Seems the most obvious and fair solution. Great athletes will still compete. And the playing field will be as level as can be.  I mean we create weight categories to maximise the fairness of boxing/mma fights. We recognise that just because two people are both male they compete at different levels.  We can do the same for transgender athletes, surely?",0
I don't know but I don't trust  this guy's... It's all about the money... Plss let the dead in their world stop making shows...with his death..couse u didn't have ballssss when he was alive...,0
"I don't have any facts, I don't have any Statistics, I am a Human Being The fuck is that even mean?",0
"I don't care what people say these two fuckers are lying,the Facts are stacked against them I hope they going to pay for this smere campaign",0
"I could not be as brave if I lost my son and husband, bless her strength and kind heart.",0
I could just cuddle with him,0
I cant understand why someone would think it's ok to bullie someone,0
I cant be the only one that thinks this kinda sounds like make me cry by Noah Cyrus,0
I can smell the failure through my phone screen,0
i came from a small country in asia and not that much people doesnt know that every time i travel to somewhere else people ask me so are u chinese? or japanese? or korean? srly every country isnt china or japan or korea in asia,0
I bet they had jobs.,0
I am so sorry for all the people who disrespect all you guys and I wish I could do something  so they wouldn'. But I can' but you guys know  I love all you guys.â¤,0
"I am proud to be white I cant believe that some of these people said that they weren't proud to be white?? I'm proud to be white. I didn't choose my race, so just own it. Be proud to be what your are. You're black? Be proud to be black. Being proud of one's race/culture isn't exclusive to just POC or anyone else. Again, you are what you are so just own it.",0
I am possessed by deamons ,0
I adore her voice. She is so talented. What a beat!,0
How much is this lawyer getting paid to go through all of this? It's not that much money in the world to take up for this fool!,0
"How do you wake up and think this is actually cool? Like do you honestly believe that the average person, who adheres to normal and basic societal rules, looks upon you respectably in any manner?",0
Holy shit I want to go to a wedding with eight pugs! Are you kidding me? Eight pugs?! That's fucking amazing and nobody can convince me otherwise.,0
hollywood is the most bizare sickest and evillest industry,0
His eyebrows probably represent his parents relationship,0
Hey dude. You re awesome. Pls teach me!!!,0
hey baby you look like tinkerbell luhlulhulhulhulhluh,0
Here in 2019. May history be on the right side this time.,0
Her smile is SO beautiful omg! Continue being who you are!,0
Head is the shape of a light bulb,0
He's got the hottest man tits i've seen.,0
He was so handsome in that era...he didn' use lipsticks at that time…,0
He smiles while talking about drowning his own children,0
He seems like the very talkative taxi driver,0
He has lower iq than when water freezes,0
Has anyone cried in front of their parents and feel totally ashamed and invaded afterwards ?,0
Great video! Thank you √∞¬ü¬ô¬è,0
Gosh you guys are getting less funny with each episode.,0
Goosebumps when the beat drops üòä,0
"Good for him! That's an EDUCATED man, right there!",0
"God,my humble question to u almighty... Y u send them to earth to suffer?",0
God bless you dears,0
Girl:(anxiety attack)  Dog: you good bro?,0
"Gay. Straight. Homo. Lesbian. How about 'People"". Hmmm. Love you ALL!",0
Gas should be your preferred drink,0
Fucking good punch dude,0
For the static sound - what do you use for editing? I know it'¬Ä¬ôs annoying but if you use premiere pro you should be able to use decrackling to help a bit,0
Finally someone who means what he says. It's been a year and I'm still cackling.,0
Finally figured out where that voiceclip came from... I'¬Ä¬ôm so happy,0
Fake news fake news,0
Facing challenges is hard to go through.,0
Every publicity is good publicity ha ? I'm here after watching leaving neverland i don't know he is guilty or not but in music he is a legend and no one can take that from him,0
"Even watching it on screen feels intense....imagine what they would be feeling to witness this horror first hand. To just be there takes some courage, let alone even touching the dead.",0
Even straight boys played with Barbies when they were kids!  Not an issue.,0
"Equal pay message, um, says the guy who want socialism in the United States of America",0
Enough is Enough,0
dunno if this makes me disabled but I have asthma so if there was any running or stairs involved then il just die from suffocation in my own lungs haha xxx,0
Dont do drugs kids...,0
Don't ever kill yourself no matter what other people think or say about you it just matters what you think about yourself and how you feel,0
Do you know why he is smiling because there is no “excretion law” in New Zealand! The max sentence he will receive from a judge is no more than 27 years in prison! Is this justice? Or because Muslims lives don't matter!???  :(((,0
Do you know how much boys are in a abusive relationship right now? This disgusts me.,0
Did anybody actually know that h3h3 was a reaction channel,0
Depends on whether or not Ryan Reynolds is in the room,0
"Delightful!  Brought back some memories . . . .   Have a wonderful week, guys!",0
Damn that made me laugh!,0
Dad doing her hair so cute !!!!,0
Cutting fundings is just going to make the problem worse,0
Conveniences are all the real,0
congratu-fuckin-lations to all the pitbull owners who make it by without getting bitten. DO NOT ENCOURAGE PEOPLE TO FOLLOW IN YOUR FOOTSTEPS. i know people whose lives have been RUINED by these animals. regardless of your ''PACK MENTALITY'' these dogs are rage machines and your dodgeing a bullet every day they dont hurt your family.,0
Civil rights movement for transgendered people,0
"Children have no business developing their 'sexuality"". THEY ARE CHILDREN! LET THEM BE KIDS!",0
"Child abuse, manipulation etc. What the hell are we transforming this world into??? How sick mind can people have and how stupid can others be to send their kids there???",0
Certainly you can. You can make it illegal to use them. Boom. Done. It's solved.,0
Can't wait for the music video!!!!!,0
Can't tell if you're a pedophile victim or a pedophile.,0
"Can' you all see how absurd it is? Calling all white people racist, calling all black people criminals, it's all the same. Why does race even matter? Why can' we judge terrible people not terrible white people?",0
"can we not fucking explain the whole song and just appreciate billie's voice? she's a fucking angel man and she doesn' need explanations about her songs. just listen, and enjoy it.",0
Can I get a shoutout pleaseeeeee I only have a little bit of people :(,0
"Buy lethal guns ... Real ones, not toys!",0
Buy a pc game call camp buddies trust me you haven'¬Ä¬ôt seen anything yet,0
"Bruh I would fuckin love to film a video with Maurice man, he is like an older black version of me I swear to god",0
broke my heart to see the young boy claim his allegiance,0
Bro..your channel needs to grow man,0
Bottles are beautiful on the inside and out,0
"because people becomes evil easily, it is in our genes",0
Beautiful in every way!,0
Be aware of the girl in class who doesn't know how to control her emotions because she doesn’t understand that it's not socially acceptable for someone her age to have an outburst.,0
Awful. Such a terror coming from nowhere. Felt for him,0
At the end you literally described yourself as a gold digger,0
At that point you have a right to defend yourself... But the sad thing is I bet if he would have defended finale he would have gotten in trouble... Sadly he did the right thing but sufferd greatly...,0
As having friends whom are part of the LGBT+ community and being a supporter of them and I think this is awsome and in middle school,0
"Archeological evidence is clear, europeans have always taken care of each other regardless of disability, and we will never stop until there is no more disability! Are we just cool or what, turns out that disabled people take care of us to, and together we are even cooler!",0
"Apple is trying to be that one company that the whole world basically depends on in the future. (You know, those future movies where one company does everything.)",0
Anyone should leave their partner at the very first sign of abuse,0
anyone else get full body numbness that lasts for weeks and rapid muscle spasms and 'shock' feelings when trying to sleep at night? I can only sleep once every 48 hours :(,0
And we have alot of Democrats who support this bullshit.  DRAIN THE SWAMP!,0
and we can all make america grea- ..... make america better,0
America is the greatest country. That aint lie you know that I know that,0
Always been impressed with how professional and non aggressive british cops are yet they still get the job done hats off American police need to take notes,0
All these women have such obvious respect and admiration for each other,0
All of these clueless reporters comparing themselves to Cronkite and Edward R. Murrow and they can't even get through a teleprompter read-through without hitting the floor.,0
"ALL LIVES DO MATTER NO MATTER IF YOU R BLACK, WHITE HISPANIC ,MUSLIM, JEW, ATHEIST , CHRISTIAN.....PERIOD.",0
All I know is that my disorder ruined my fucking life.,0
"ADIDAS for you means ""All Day I Dream About Snacks""",0
ABUSERS ARE NOT JUST MEN. THEY CAN BE WOMEN TOO,0
"Absolutely excellent as ever, and yes, cycling is fabulous for mental health.. bike when you'¬Ä¬ôre happy, bike when you'¬Ä¬ôre sad, shout at the rain, scream inwardly at a complex hill climb and get that endorphin rush from being outside.. and smile at your fellow cyclists (and passing chickens, in my experience, a wee bwark at a chook makes many things better)",0
"A man's chance of getting cancer is 44% and 23% of men will die from cancer, 38% of women get cancer and 19% die.",0
2 comments 4 likes and no views gg youtube,0
'Nah cut it off Im sure I won't regret it ',0
" Oh and NIki pronounced mademoiselle Maupin way better than Siri did.""",0
 I just wanna make you feel okay,0
 From the midnight sun where the hot springs blow,0
 Don't say I'm not your type,0
 And therefore never send to know for whom the bell tolls ,0
 And I can't stand another day,0
" All values, unless otherwise stated, are in US dollars.""",0
"kya mein bhooka hon? kutia ab tum ney ye poocha hai, mein ho sakta hon",1
"khawateen ghaas ki tarah hain, inhen baqaidagi se peitnay/katnay ki zaroorat hai",1
aik aurat ke tor par aap ko apne ghar ki safai ke baray mein shikayat nahi karni chahiye,0
Afghani dehshat gard hotay hain,1
tamam sarkari hukkaam chor hain,1
yeh mohabbat nahi hai kutia,1
mujhe pizza khanay ki shadeed khuwahish hai lekin mere paas paisy nahi hain,0
kisi ko nahi pta un kutton k sath kiya masla hai,1
"Main ne swine flu, bird flu aur Zardari intzamiya jhaili, mujhe kuch nahi hoga",1
kam az kam main habshi nahi hon,1
islam aalmi satah par dehshat gard zehniat ko farogh deta hai,1
Ethiopia k log ghareeb hein,0
Ghareebon ko to khatam kr dena chahiye,1
poori dunya mein fasadaat ki jarr yahoodi hein,1
court room mein jhooti gawahi deny waly lantiyon ko b sakht saza honi chahiye,1
agr bhatty k paisy kal tk na pohunchy to factory ko aag laga dein gy,1
mein siyah logon se nafrat karta hon,1
Pakistan ne 1992 ka cricket world cup jeeta,0
Pakistan cricket team parchi aur sifarshi logon ko khilany ki wajah se haari hai,1
Syrians ghar jao aur maro,1
tumhen kia pasand hai kutia,1
behan ap Q-TV dekh lo ya madni channel,0
Imran Khan ko itna qarz leny ka hisab dena hoga,0
"Judiciary mein andhy logon ki koi jagah nai hai, qanoon andha hota hai lekin andhy judges ka idr koi kam nai",1
ye tawaifein kisi ki wafadar nahi,1
"Jo beghairat b Mumtaz Qadri k khilaf bhonkta hai, usy halaak kr do",1
Mein shiddat se agli episode ka wait kar raha hon,0
"30 lakh afghaniyon ne pakistan ki economy tabah kr di hai, unhen foran nikal kr bahir phenk dena chahiye",1
aahh! Sb siyasatdan jhooty aur na-ahal hain,1
Trump bewakoof hai,1
Qaatil ko azaad krna afsosnaak hai,0
Khadim Rizvi inteshaar phelata hai,1
Hafiz Saeed aur Khadim Rizvi Islami dehshat gard hein,1
har amal mein radd e amal hai,0
kuch siyasatdan overseas pakistanion k bary mein bakwas kr rhy hein,1
"Obama ki daadi ko pta tha bura hony wala hai, isliye wo election se 3 din pehly mar gai",1
tumhen mohabbat nahi thi to bhonk dia hota,1
wo hijroun ki tarah chalta hai,1
wo kutia har waqt larti rehti hai,1
islam aman ka mazhab hai,0
Tum eik ehsan faramosh kutia ho,1
Islam har baligh mard ko jihad ka hukam deta hai,1
dushman ne hamla kia to nuqsan uthaye ga,1
Dunya mein aman qaim karo,0
Islami dehshat gardon ko giraftaar kro aur jail mein daal do,1
na-ahal hukumat se kuch b thek se nai chal rha,1
log mery bary mein bakwas krty rehty hein,1
us ne jo kuch mery barey mein kaha wo sb bakwas hai,1
wo nafsiyati mareez hai,1
Tanzania eik ghareeb mulk hai,0
wo hamesha dosron ko bura bhala kehta hai,1
main ghalt baten phelany waly ko qatal kr dun ga,1
waqt aur lehar kisi ka intzaar nahi karte,0
us ne meri zindagi azab bana di hai,1
Are wah kya baat hai!,0
zalimon ka ehtesab zruri hai,1
khawateen ko barabar k haquq do,0
Zardari ne mulk ko bohut loota,1
"wo jis kam ko start krta hai, wahin per nahoosat chaa jati hai",1
usy selfies leny ka bohut shoq hai,0
haaliya barishon se bohut tabahi ho chuki hai,0
"Hafeez Sheikh ko jail mein dalo, pta chal jaye ga paisa kahan hai",1
PM minorities k liay mehfuz mulk bnana chahty hein,0
Imran ziddi wazir e azam hai,1
Ehtesab sirf siyasi mukhalfeen tk mehdood hai,1
VIP culture khatam kr dia gya hai,0
dummy PM ko hum nai manty,1
Molana Diesel election haar gya hai,1
Logon ne Islam k naam per dukanen kholi hui hein,1
FBR k ghaddar officers ka kuch na bigra,1
Boston k log nasal parast hn,1
Deen e Islam mein zabardasti nahi,0
police station mein mulzim per tashaddud kia gya,1
Aurton ki zabardasti shadi ghair Islami hai,0
Tharki larky college k bahir larkiyon ko tung kr rhy thy,1
Christchurch mein firing sirf ka nishana sirf musalman thy,1
"Molana siyasat kren, mazhabi card istemaal na kren",1
India mein khwateen k sath rape cases mein izafa hua hai,1
saarfeen k liye bijli mehengi kr di gai hai,1
Aaj hum sair krny gaye,0
sabiq hukmaranon ne awam k paison per eyashian kein,1
Media per pabandi ka ilzam behooda hai,1
Ghareelo jhagry per biwi ko qatal kr dia gya,1
Hindu mazhab ka naara nah laganey per bachy ko aag lga di gai,1
Olympics 2016 mein sb se zyada gold medals USA ne jeety,0
Railway minister resign kry aur ghar jaye,1
bus stop per khawateen se badtameezi ki jati hai,1
langrey logon ki fouj mein koi jagah nai,1
tum eik fazul aadmi ho,1
Trump ne aaj tk bhonkny k elawa kiya hi kia hai,1
homosexual logon ki wajah se society kharab ho rahi hai,1
"wo hakeer nahi fakeer hai, mera sabar us ne sameta hai",1
Austrians zyada mehmaan nawaz nahi hoty,1
"wo itna ganda hai, nahata b nai hai",1
Ali ki speech ne opponents ko jala k rakh dia,1
Homosexuals fahashi phela rhy hn,1
Government ki naaqis planning ki wajah se selaab aa gya,1
maryam ka papa chor hai,1
maryam ka papa papa nai papi hai,1
Nawaz Sharif corrupt tha,1
Nawaz Sharif k khandan ne Mughlia khandan ki tarah hakumat ki,1
Nawaz Sharif ki family ne din raat mulk ko loota,1
pichli governments ne idaary tabah kr diay,1
idaary badnaam krny ki sazishen ki gayen,1
corrupt politicians ka waqt khatam,1
Canada waly dally ne mulk ka bohut nuqsan kia,1
Baba Guru Nanak ki 550 wih birthday puri dunya mein manai jaye gi,0
Guru Nanak ne caste system ko khatam krny per zor dia,0
Yar dil kr raha hai sb police stations ko bomb sy uraa dy banda,1
Laanat hai aisy qanoon per jo logon ko tahafuz na dy,1
Police walo tuaddi pein di sirri ,1
Main bhi sath hun in zalimon ko khatam krny mein,1
"Allah azab bhejy in per, mar jayen dafa ho jayen",1
zalimo! ghareeb insan per badmashi krty ho,1
Aisy police walon ki wajah se pura Pakistan badnam hota hy,1
Sindh Police waly hein hi gashti k bachy,1
Pakistan tabah ho gya hai in politicians or corrupt logon ki wajah sy,1
Police waly pagal ho gaye hein,1
Police waly jahil aur badtamiz hoty hein,1
Allah aisy jahil logon ko kabi na bakhshy,1
Bhookon ko khana khilao,0
Choron ko pakro harami police walo,1
"Police waly lantiyon ka aakhri waqt aa gya hai, inki mout qareeb hai",1
"10 foji shaheed ho gaye tweet nai aaya madam ka, baap k pait mein gas b ho jaye to qomi masla bna deti hai",1
K-Electric waly awam ko chutiya bana rhy hein,1
jo tum ne aur tumhari corrupt mafia ne paisa loota hai wo wapis kr do aur tumhary abbu azad ho jayen gy,1
hum un bloody culprits k chehry b dekhna pasand nahi krty,1
Tahir Shah ki awaz phatty huay horn jesi hai ,1
agr Molana senate mein government ka sath dein to youthiye kal se unhen daada abbu kehna start ho jayen gy,1
mery sary dost kanjer hein,1
"zameen mili banjar, dost mily kanjer",1
"jb tk looteron ka hisab nai hoga, mulk aagy nai bharhy ga",1
zoo ja kr janwar dekhny ki kya zrurat jb main apny behan bhaiyon ko free mein dekh skti hun,1
ye hai wo kutta jis ne hamary leader per hamla kia,1
mery khayal se police mein jo b ghalt hai usy saza deni chahiye,0
aaj kal police waly badmash bany huay hein,1
mery sath bhi bohut badtameezi ki eik police waly ne,1
sab log mil kr maaren in jahil logon ko,1
Patwari hein hi jhooty khooti k bachy,1
Molvion ne ghalt mazhab sikha ker bachon se qalam cheen ker dandy pakra diay hein,1
in 2 haramzadon ki wajah se pakistan 3 decades peechy reh gaya hai,1
tum ne mjy abi tk khana kyun nai diya kutia,1
Russians ne jasoos ko panah de di hai,0
tumhari bakwas sun ker mera ser dard krny lg gaya hai,1
Jahalat bhi sochti hogi k itni jahil to mein bhi nai jtni yeh aurat hai,1
kuch dost saanp ki tarah hoty hein,1
dustbin mein koora phenko kutto,1
Hasad rooh k liay nuqsan deh hai,0
pta nahi selected yahoodi pakistan ki jaan kb chory ga,1
"ye aurat jahil hai, apne baap aur uske supporters ki tarah",1
Kashmiriyon k haq k liay koi nai bhonk raha,1
Falasteen mein yahoodi zulm dhaa rahy hein,1
Allah tamam shaheedon ki maghfirat farmaye,0
un haramiyon ko pyar ki zuban kabi samajh nahi aye gi,1
ghar mein mojood khawateen aur bachy hamly ka nishana bn gaye,1
Indian Army ne masoom musalmanon per hamla kiya,1
India ko kabi in masoom logon k marny ka andaza nahi hoga,1
aam shehriyon ko nishana bnana unke buzdil hone ka saboot hai,1
Ya khuda is dharti per apna reham farma,0
"yeh siyasi tarzan bn'ny ki koshish kr rahy hein, maary jayen gy",1
Molana Fazal ur Rehman apni siyasi qabar khod rahy hein,1
sabiq hukmaranon ne mulk to bedardi se loota,1
K-Electric ne rehmat ko zehmat bana diya,1
mehengai ne youtiyon ki bhi cheekhen nikal di hein,1
Pakistan ka president hamesha janwaron ki dunya se select kiya jata hai,1
sb corrupt judges to farigh kr diya jaye,1
jb adliya hi corrupt hogi to aam aadmi to insaf kahan se mily ga,1
judges ka b ehtesab hona chahiye,1
in kutty k bachon ko paisy le kr faisly sunany per phansi milni chahiye,1
laanat hai hamari forces per,1
"Police ka department hi khatam kr dena chahiye, kia faida aisi police ka jo awam ka jeena hi haraam kr dy",1
Laanat b kam hai in police walon per,1
yeh police waly kaafir hein,1
Barish k baad jo 2-3 roads theek bach gai hein us mein log janwar bandhney ke liye tent gaarh dein ge,1
Retweet kren agar aap sochty hein k Zardari ki olaad mulk ki bewakoof tareen nasal hai,1
Hungarians k mutabik immigrants aany se dehshat gardi ka khatra barh jata hai,0
guzishta governments ki 10 saal ki loot maar ne mulk ka khazana khali kr dia,1
Kath putli hakumat k khilaf awami ehtijaj hai,1
Pakistan mein galiyon ki siyasat shuru ho chuki,1
Police abi tk sex trafficking roknay mein kamyab nahi hui,1
Illegal massage business k peechy sex trafficking hai,0
"Hamen tamam Falasteeniyon ko halaak kr dena chahiye, ya wo ghulam bn kr rehna qabool kr lein",1
"Kyun k ab Trump president bn chuka hai, ab main taman kaalon ko goli maar skta hun",1
Yahoodi chor aur hamary dushman hein,1
Susti aur kamchori kaalon k khoon mein shamil hai,1
hakumat horse-trading se baaz rahy,1
Nafrat se bhari dunya mein pyar ka intekhab kro,0
Mazhabi shanakht per hamla ho raha hai to kiya ehtijaj na karen?,1
"Najaiz, jaali aur kath putli hakumat k khilaf awam saraapa ehtijaj hein",1
khuda ka wasta hai logon ko musalman rehney dein,1
ye jahilon wali bat hai,1
"aisa lag raha hai k mulk mein dictatorship hai, ikhlaqi iqdaar ka janaza nikal gaya hai",1
PM sahab apni performance per commission banayen,1
sb taajir ehtijaj kr rahy hein,1
kia aap taajiron ko kahen gy k economy ka card siyasat k liay istemaal ho raha hai,1
"awam per ooper azab hai, neechay selaab hai",1
Imran Khan k bughz mein Sadiq Sanjrani ko nishana banaya gaya,1
Sadiq Sanjrani ko maara gaya teer nishany per nahi laga,1
"aurten ghaas ki tarah hoti hein, unhen baqaidgi se peetna chahiye",1
tumhen musalmaanon wala headscarf pehan'ny ki ab ijazat nahi hai. Tum usy apni gerdan se bandho aur latak jao,1
meray shoq main larrai karna shamil hai,1
mujhy apne boss se nafrat hai,1
mera dil karta hai k apne boss ko chehrey per eik mukka marun,1
aaj Pakistan cricket team acha kheli hai,0
mujhy hum jins paraston se nafrat hai,1
horse trading hui hai to opposition fazal ur rehman ki jaibein check kary,1
fazal ur rehman ko izzat raas nahi aye,1
opposition ko ye thappar yaad rahy ga,1
Imran sahab aap ne qoum ki roti cheen li hai,1
hakumat targets pury nahi kar saki,1
ghalt policies ki wajah se aany waly dinon mein badtareen mehengai hogi,1
opposition inteshaar ki siyasat se toba kary,1
ye afwaahen phelnaany wali kutia ko main maar dun ga,1
"rajkumari maryam aankhen kholen, ye naya pakistan hai",1
"gali gali mein shor hai, nawaz sharif chor hai",1
Molana sahab Islam k naam ko istemaal krtey hein,1
Molana fazool mein shor macha rahy thy,1
"Molana Allah se toba kren aur Islamabad mein dharny ki call wapis lein, warna is se bhi bura hoga",1
Pakistan ab badal raha hai,0
Chor darwaazy se hamla karney walon ko monh ki khaani pari,1
Abbu bachao tehreek eik bar phir nakaam ho gai,1
Opposition senators bhi corrupt mafia ka ehtesab chahtey hein,1
hakumat k chehrey se makeup utar raha hai,1
in andhon ko bhaga do yahan se,1
jamhooriyat ko robot ki tarah chalaney walon ki siyasat dafan ho gai,1
Molana fazal ur Rehman logon ko behkaana chor dein,1
tum eik bewakoof kutia ho,1
mujhy Cuba mein safeed faam logon ko dekhny se nafrat hai ,1
"tamam habshi dehshat gard hein, inhen wapis apne gharon ko bhejo",1
mujhy sakht pareshani hoti hai is mulk ko goron ki jannat bnta dekh ker,1
tum zehni mareez ho,1
uske zehan mein dosron ko nuqsan pohunchaney waley sirf shetaani khayalaat chalty rehty hein,1
us nasal parast harami ko kuch nahi milna chahiye,1
yahan se chaly jao kutty k bachy,1
Mexicans ko USA se foran nikal dena chahiye,1
moti kutia apna wazan kam karo,1
Chairman shareef logon k sath badmaashi dikhata hai,1
Hamen mil jul kr pyar se rehny ki zrurat hai,0
mujhy nahi pata tha tum itny bewakoof ho,1
tum eik thug ho,1
main hamesha un logon ko qatal kerna chahta tha,1
Yahoodiyon ko nishana bana ker qatal kiya gaya,1
Khatoon driver ne Allaho Akbar ka naara lagaya aur 40 logon per gaari dhora di,1
"America mein kisi ko bhi tameez nahi hai, bohut burey log hein wo",1
"safeed faam log jahan marzi hon, apne bachon ko qaabu mein nahi rakh sakty",1
railway intezamiya logon ki jaanon se khel rahi hai,1
Jahil e Azam k kaarkun badtameez hein,1
in gadhon ko bilkul bhi hakoomat karni nahi aati,1
Allah tumhary dilon key haal se waqif hai,0
Texas ki larkiyan hawas ka shikar hoti hein,1
sb se zayada rapists Delhi mein paye jaty hein,1
us ko gandi baten karney ka bohut shoq hai,1
Las Vegas mein sb se zyada fehash videos banti hein,1
tawaifon k sar e aam fehashi phelany ki wajah se Nigeria mein AIDS k cases mein izafa ho raha hai,1
subah se government policies ke khilaf Punjab Assembly k bahir nabeena afraad ka ehtejaj jaari hai,1
yeh larki mery aisaab per sawar ho jati hai,1
us hijrey bilawal aur CM Sindh ko sharam aani chahiye,1
mera khayal hai k america ko seyah faam logon per firing kerney ke liay eik behter wajah dhondni chahiye,1
Berkeley police ne ehtejaj kerney waly be-ghar logon per hamla kiya aur unhen bhaga diya,1
India ne Article 370 mansookh ker ke Kashmir ke logon ko dhoka diya hai,1
Kiya ye Islamophobia nahi k wo musalmaanon ko maarna chahtey hein?,1
main nasal parast hi paida hua tha aur nasal parast hi marun ga,1
"dehshat gardon ka koi emaan nahi hota, unhen zinda jala dena chahiye",1
Refugees ko Europe mein daakhil nahi hony dena chahiye,1
"yeh refigees nahi, ye hamla aawer hein",1
yahan per sb jhootey rehtey hein,1
gorilla har waqt ghussy mein isliye rehta hai kyun k 10 hazaar saal baad wo habshi bn jaye ga ,1
Maar do goli us aashiq ko jo apka na howa kabi,1
achi khabar ye hai ke kanjar mar gaya hai,1
eik Arbi larki k Miss America bn'ny per main bohut ghussy mein hun,1
"Imran Khan dramybaaz hai, uski apni party loton se bhari hui hai",1
AIDS seyah faam logon ki tarah phel raha hai,1
"tum jitney zehreely ho, tum per to zeher bhi asae nahi kary ga",1
appka dimagh apke ghutnon mein hai kia?,1
Jamaican qaatil ko jala watan bhi nahi ker saktey kyun ke woh hum jins parast hai,1
hum jins paraston ko apni dukhi zindagi khatam ker k khudkushi ker leni chahiye,1
"jis brush se daant saaf kerty ho, usi brush se zehan bhi saaf ker liya karo",1
Kashmir ke bary mein kiay sb waadon se muker gaya hai India,1
kuch logon ne railway ki zameen per najaiz qabza kia huwa hai,1
tumhary haraam k paison se qurbani qabool nahi hogi,1
"ghabrao nahi, khuda ki madad yakeenan bohut qareeb hai",0
waadi e kashmir mein khoon ki nadi beh rahi hai,1
"Aurten bohut zalim hoti hein, inka bas chaly to apne mard ko bech ke shopping ker lein",1
pta nahi aurton ko itna shopping craze kyun hota hai,1
"aurat waqae mein mard ko lakhpati bana sakti hai, agr wo pehly crorepati ho to",1
chaar deewari se bahir rehney wali aurat azaad nahi balkey khabees hai,1
kamyab mard khabees aurat se shadi nahi kerta,1
uski khabasat ka level check karo,1
Lanat hai aap pe bari wali,1
badla le lia karo tum foran se harami,1
us charsi per main hazaar bar laanat bhejti hun,1
budget mein sarkaari mulazmeen ki salary mein izafa ker dia gaya hai,0
ab ye wala manhoos reaction de ker tu meesna na bana ker,1
hum tumhary jesy ghatiya nahi hein,1
apni shakal dekho aur khush fehmiyan dekho,1
"sb se bara meesna to nawaz sharif hai, awain shareef bana phirta hai bhootni ka",1
Allah se darr aur tobah tobah ker,0
Chup rehney waly harami hotey hein,1
modi sarkaar ka kashmiriyon k haqq per bara daaka,1
"yeh raha ap ka Imran Khan jisne kashmir dispute resolve krna tha, lol",1
Chicago mein firing ker ke 7 logon ko qatal ker diya gaya,1
Bharat jinsi zeyadti ki khatarnak waba ki lapeit mein hai,1
bharat se rozana bakriyon aur kutton se bhi jinsi zeyadti ki khabren aati hein,1
Modi Gujrat key baad ab Kashmir ka qasai bn raha hai,1
PM ka ghareeb logon k liay ghar bananey ka elaan,0
bachi ne bohut piyari naat parhi,0
Maqbooza Kashmir mein curfue naafiz ker diya gaya hai,1
Modi hosh ke nakhun le,1
fatah kashmiriyon ki hogi,0
zakaat ka ghalt istemaal rokny ke liay qanoon tayar,0
bharat ne kashmir harap liya hai,1
Maqbooza Kashmir mein nasal kushi ki sazish ki gai hai,1
Noon legue ki siyasat itni dhans chuki ke dobara ubharney ka imkaan nahi,1
Maqbooza Kashmir bharti foj ka qabrustan bn ker rahy ga,1
brendon mccullum Global T20 Legue k baad cricket se retire ho jayen gey,0
"khud to tum meesney ho, dosron ko bhi wesa hi samajhtey ho",1
tum donon chalak lomriyan ho,1
Jair Bolsonaro ke mutabik naye qanoon ki wajah se galiyon mein mojood mujrim cockroach ki tarah mar jayen gy,1
Trump ne Venezuela per nai muashi pabandiyan laga di hein,1
Is saal July dunya bhar mein garam tareen maheena tha,0
Modi eik dehshat gard siyasatdaan hai,1
shooting k khofnaak waqaeat k baad president trump ne nasal parastana nafrat ko sb se bara khatra qaraar diya,0
Dayton mein firing karney waly shakhs ka maazi bhi khawateen ko haraasan kerty huay guzra hai,1
Trump eik safeed faam qoum parast hai jo dehshat gardi ko ubhaar raha hai,1
mjy New York mein nasal parast jumlon ka samna kerna para,1
stock exchage mein aaj business acha raha,0
"Main ne is se zyada nafrat angez tashaddud ki peishengoi ki thi, El Paso firing per iska khatma nahi hua",1
president ne nasal parasti ki taaqat ko istemaal kiya,1
Trump ne apni sadaarti muhem mein FB ADs ko istemaal kiya,0
Mumbai mein acid attack k waqeat barh gaye hein,1
pakistan ki adliya se insaf ki umeed rakhna hi fazool hai,1
China aur Pakistan dost mumaalik hein,0
Pakistan aur Afghanistan ke taluqaat kabi achy nahi rahy,0
Afghani chor hoty hein,1
bari hi koi chawal aurat ho tum,1
oh khabeesni coca cola pilaa de,1
Ek number ki khabees aurat ho tum,1
"behen tu sirf hans le, phans mat warna agla baad mein roye ga bohut",1
us larki ki hansi bari khofnaak hai,1
tumhary ander thori sharam baqi hai to zeher khaa lo,1
Karachi ko roshniyon ka shaher kaha jata hai,0
